den,datum,kraj_nuts_kod,kraj_nazev,okres_lau_kod,okres_nazev,orp_kod,orp_nazev,obec_kod,obec_nazev,nove_pripady,aktivni_pripady,nove_pripady_65,nove_pripady_7_dni,nove_pripady_14_dni
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",545261,Vrábče,0,5,0,3,4
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3113,"Trhové Sviny",545104,"Svatý Jan nad Malší",0,8,0,3,8
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3103,"Český Krumlov",545431,"Brloh (Český Krumlov)",0,11,0,5,11
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3104,Dačice,546097,"Český Rudolec",0,25,0,12,21
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3103,"Český Krumlov",545597,"Lipno nad Vltavou",0,7,0,4,7
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,547069,Rapšach,0,26,0,9,24
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3105,"Jindřichův Hradec",547212,"Staré Město pod Landštejnem",0,5,0,4,5
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,546674,"Lomnice nad Lužnicí",0,31,0,20,29
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",535737,Vidov,0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",535435,Neplachov,0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",535401,Bošilec,0,1,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",535371,Nákří,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3106,Kaplice,536237,"Zvíkov (Český Krumlov)",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,536750,Kváskovice,0,3,0,1,3
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,537209,Žernovice,0,4,0,2,3
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,536873,Zvotoky,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,563722,Černýšovice,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,563145,Chrbonín,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,551554,"Novosedly (Strakonice)",0,9,0,1,9
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,551520,Nihošovice,0,3,0,0,3
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",551490,"Branišov (České Budějovice)",0,4,0,1,4
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,550418,Malovice,0,8,0,4,5
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3107,Milevsko,549975,"Veselíčko (Písek)",0,4,0,1,4
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3108,Písek,549584,Mirotice,0,44,0,17,43
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3107,Milevsko,549541,Kučeř,0,2,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3108,Písek,549339,Čimelice,0,10,0,5,10
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,553328,Vodice,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,552283,Dražice,0,11,0,5,10
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,551856,Štěkeň,0,18,0,2,17
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,553085,Skopytce,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,552992,"Ratibořské Hory",0,13,0,7,12
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,552585,"Košice (Tábor)",0,16,0,7,16
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,561673,Křišťanov,0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,562386,Hamr,0,3,0,0,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3108,Písek,561550,"Kožlí (Písek)",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3108,Písek,561509,Probulov,0,1,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,560278,"Mutěnice (Strakonice)",0,10,0,0,9
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3117,Vodňany,560171,Budyně,0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,537322,"Lužice (Prachatice)",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3108,Písek,549703,Oslov,0,2,0,2,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3116,Vimperk,550205,"Horní Vltavice",0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3108,Písek,549754,"Podolí I",0,8,0,3,8
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,546712,Majdalena,0,17,0,5,14
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,546461,"Chlum u Třeboně",0,31,0,11,26
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3113,"Trhové Sviny",545376,Žár,0,4,0,3,4
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",544825,Nedabyle,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3113,"Trhové Sviny",544540,"Hranice (České Budějovice)",0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",544523,Hosín,0,6,0,5,6
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3113,"Trhové Sviny",545023,Slavče,0,9,0,4,9
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",545074,"Staré Hodějovice",0,19,0,6,16
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,537071,Lipovice,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3101,Blatná,536601,Kocelovice,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3113,"Trhové Sviny",535699,"Petříkov (České Budějovice)",0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3115,"Týn nad Vltavou",536199,"Dobšice (České Budějovice)",0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",536016,Zahájí,0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3117,Vodňany,530034,Stožice,0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3107,Milevsko,529885,Stehlovice,0,4,0,2,4
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3104,Dačice,508357,"Kostelní Vydří",0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3105,"Jindřichův Hradec",509108,"Kostelní Radouň",0,5,0,4,5
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3105,"Jindřichův Hradec",509078,Plavsko,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,551341,Litochovice,0,5,0,0,5
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,551775,"Strašice (Strakonice)",0,6,0,1,6
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,551392,Mečichov,0,2,0,0,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,552798,"Oldřichov (Tábor)",0,1,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,552747,Nemyšl,0,3,0,2,3
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,552828,"Planá nad Lužnicí",0,89,0,43,80
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3110,Soběslav,553298,"Vlastiboř (Tábor)",0,2,0,2,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3108,Písek,562122,Boudy,0,4,0,3,4
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3105,"Jindřichův Hradec",561037,Vícemil,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,560201,"Nová Ves (Strakonice)",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,563307,Drhovice,0,9,0,6,8
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,562807,Halámky,0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,562688,Klec,0,3,0,2,3
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3104,Dačice,562424,"Županovice (Jindřichův Hradec)",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3108,Písek,562271,Temešvár,0,6,0,1,6
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,599042,"Slapy (Tábor)",0,7,0,5,7
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,598992,Hodětín,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3110,Soběslav,599271,Zlukov,0,0,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",599778,Závraty,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3108,Písek,549592,Mirovice,0,44,0,12,37
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",544451,Dynín,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",544426,Dříteň,0,20,0,6,20
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3103,"Český Krumlov",545473,"Dolní Třebonín",0,14,0,8,14
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3103,"Český Krumlov",545848,"Vyšší Brod",0,28,0,17,28
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3103,"Český Krumlov",545830,Větřní,0,41,0,15,41
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3106,Kaplice,545805,Soběnov,0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3103,"Český Krumlov",545716,"Přední Výtoň",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3106,Kaplice,545562,Kaplice,0,123,0,56,117
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,536849,Řepice,0,8,0,3,8
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,536831,Libětice,0,4,0,1,4
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,536474,"Němčice (Strakonice)",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3117,Vodňany,536806,Krašlovice,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,536563,"Mnichov (Strakonice)",0,4,0,3,4
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3115,"Týn nad Vltavou",536156,"Bečice (České Budějovice)",0,7,0,7,7
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3103,"Český Krumlov",536245,Srnín,0,8,0,1,8
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3105,"Jindřichův Hradec",529761,"Žďár (Jindřichův Hradec)",0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3104,Dačice,562785,"Horní Němčice",0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3105,"Jindřichův Hradec",562696,"Hadravova Rosička",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,562653,Ponědrážka,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,562360,"Nová Ves nad Lužnicí",0,3,0,3,3
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3117,Vodňany,551139,Chelčice,0,4,0,2,3
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3116,Vimperk,550728,Zdíkov,0,12,0,4,10
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3110,Soběslav,552275,Dráchov,0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3108,Písek,549860,Slabčice,0,9,0,2,9
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,550353,Lenora,0,18,0,11,16
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3107,Milevsko,550060,"Zhoř (Písek)",0,16,0,8,13
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,550671,Volary,0,20,0,8,14
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3116,Vimperk,550621,Vacov,0,15,0,7,16
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,550485,Radhostice,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,550442,Netolice,0,28,0,7,18
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3110,Soběslav,553361,"Zálší (Tábor)",0,2,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3116,Vimperk,561649,Lčovice,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3107,Milevsko,561517,Přeborov,0,5,0,2,4
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3105,"Jindřichův Hradec",561088,Příbraz,0,2,0,0,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,559016,"Nasavrky (Tábor)",0,9,0,4,9
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,536695,Úlehle,0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,536628,Hlupín,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,537381,Mahouš,0,2,0,1,3
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,536946,Kalenice,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3113,"Trhové Sviny",544515,"Horní Stropnice",0,8,0,3,7
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3115,"Týn nad Vltavou",545201,"Týn nad Vltavou",0,114,0,63,107
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3103,"Český Krumlov",545601,Loučovice,0,27,0,16,27
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3115,"Týn nad Vltavou",545384,Žimutice,0,8,0,7,7
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3104,Dačice,546038,Budíškovice,0,11,0,9,10
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3116,Vimperk,545902,"Borová Lada",0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3108,Písek,549932,Tálín,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3108,Písek,549681,"Orlík nad Vltavou",0,2,0,2,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",535206,"Dobrá Voda u Českých Budějovic",0,24,0,16,24
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3117,Vodňany,536342,Krajníčko,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3116,Vimperk,529893,Nicov,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3107,Milevsko,509752,"Křižanov (Písek)",0,6,0,3,6
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,508683,"Záblatí (Jindřichův Hradec)",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,508501,Lužnice,0,8,0,3,7
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,562831,Hrachoviště,0,3,0,1,3
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,553140,Stádlec,0,17,0,8,16
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,553204,Šebířov,0,6,0,4,6
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3110,Soběslav,553271,"Veselí nad Lužnicí",0,81,0,43,79
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3117,Vodňany,551953,Vodňany,0,64,0,25,60
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,550949,Čepřovice,0,1,0,0,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3101,Blatná,550850,Blatná,0,107,0,50,104
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,552054,Bechyně,0,70,0,36,63
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,552135,"Březnice (Tábor)",0,3,0,3,3
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,550264,Chroboly,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,550396,"Němčice (Prachatice)",0,2,0,2,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3116,Vimperk,550531,Strážný,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3101,Blatná,550817,Bělčice,0,8,0,3,8
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,550582,"Těšovice (Prachatice)",0,2,0,0,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,561045,"Smržov (Jindřichův Hradec)",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0314,Písek,3108,Písek,562181,"Křenovice (Písek)",0,9,0,6,9
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3110,Soběslav,599255,"Mezná (Tábor)",0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0317,Tábor,3112,Tábor,599123,Ústrašice,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",544256,"České Budějovice",0,800,0,345,724
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3115,"Týn nad Vltavou",544388,"Dolní Bukovsko",0,27,0,12,26
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",545341,Zliv,0,21,0,9,20
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3113,"Trhové Sviny",544809,Ločenice,0,8,0,4,8
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3113,"Trhové Sviny",544639,"Jílovice (České Budějovice)",0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0311,"České Budějovice",3102,"České Budějovice",544558,Hrdějovice,0,13,0,7,12
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,550221,"Hracholusky (Prachatice)",0,6,0,2,5
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,550523,Stožec,0,3,0,2,3
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3116,Vimperk,550574,"Šumavské Hoštice",0,7,0,4,7
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,550540,"Strunkovice nad Blanicí",0,6,0,5,7
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0316,Strakonice,3111,Strakonice,550906,Cehnice,0,4,0,1,4
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0315,Prachatice,3109,Prachatice,550655,Vitějovice,0,3,0,2,3
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3114,Třeboň,547247,Stříbřec,0,9,0,4,8
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0313,"Jindřichův Hradec",3104,Dačice,547166,Slavonice,0,31,0,14,27
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3106,Kaplice,545775,"Rožmitál na Šumavě",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3106,Kaplice,545694,"Pohorská Ves",0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3106,Kaplice,545660,Omlenice,0,6,0,2,4
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3106,Kaplice,545643,"Netřebice (Český Krumlov)",0,6,0,2,5
pátek,"3/5/2021 12:00:00 AM",CZ031,"Jihočeský kraj",CZ0312,"Český Krumlov",3103,"Český Krumlov",545511,"Horní Planá",0,6,0,3,6
