datum,vakcina,kraj_nuts_kod,kraj_nazev,vekova_skupina,prvnich_davek,druhych_davek,celkem_davek
2021-01-20,Comirnaty,CZ020,"Středočeský kraj",30-34,45,0,45
2021-01-20,Comirnaty,CZ020,"Středočeský kraj",35-39,100,0,100
2021-01-20,Comirnaty,CZ020,"Středočeský kraj",40-44,112,0,112
2021-01-20,Comirnaty,CZ020,"Středočeský kraj",45-49,156,0,156
2021-01-20,Comirnaty,CZ020,"Středočeský kraj",50-54,176,0,176
2021-01-20,Comirnaty,CZ020,"Středočeský kraj",55-59,126,0,126
2021-01-20,Comirnaty,CZ020,"Středočeský kraj",60-64,97,0,97
2021-01-20,Comirnaty,CZ020,"Středočeský kraj",65-69,70,0,70
2021-01-20,Comirnaty,CZ020,"Středočeský kraj",70-74,42,0,42
2021-01-20,Comirnaty,CZ020,"Středočeský kraj",75-79,35,0,35
2021-01-20,Comirnaty,CZ020,"Středočeský kraj",80+,60,0,60
2021-01-20,Comirnaty,CZ031,"Jihočeský kraj",18-24,1,0,1
2021-01-20,Comirnaty,CZ031,"Jihočeský kraj",25-29,7,0,7
2021-01-20,Comirnaty,CZ031,"Jihočeský kraj",30-34,5,0,5
2021-01-20,Comirnaty,CZ031,"Jihočeský kraj",35-39,12,0,12
2021-01-20,Comirnaty,CZ031,"Jihočeský kraj",40-44,13,0,13
2021-01-20,Comirnaty,CZ031,"Jihočeský kraj",45-49,20,0,20
2021-01-20,Comirnaty,CZ031,"Jihočeský kraj",50-54,11,0,11
2021-01-20,Comirnaty,CZ031,"Jihočeský kraj",55-59,14,0,14
2021-01-20,Comirnaty,CZ031,"Jihočeský kraj",60-64,8,0,8
2021-01-20,Comirnaty,CZ031,"Jihočeský kraj",65-69,6,0,6
2021-01-20,Comirnaty,CZ031,"Jihočeský kraj",70-74,4,0,4
2021-01-20,Comirnaty,CZ031,"Jihočeský kraj",75-79,4,0,4
2021-01-20,Comirnaty,CZ031,"Jihočeský kraj",80+,34,0,34
2021-01-20,Comirnaty,CZ032,"Plzeňský kraj",18-24,13,0,13
2021-01-20,Comirnaty,CZ032,"Plzeňský kraj",25-29,14,0,14
2021-01-20,Comirnaty,CZ032,"Plzeňský kraj",30-34,16,0,16
2021-01-20,Comirnaty,CZ032,"Plzeňský kraj",35-39,25,0,25
2021-01-20,Comirnaty,CZ032,"Plzeňský kraj",40-44,31,0,31
2021-01-20,Comirnaty,CZ032,"Plzeňský kraj",45-49,40,0,40
2021-01-20,Comirnaty,CZ032,"Plzeňský kraj",50-54,49,0,49
2021-01-20,Comirnaty,CZ032,"Plzeňský kraj",55-59,28,0,28
2021-01-20,Comirnaty,CZ032,"Plzeňský kraj",60-64,33,0,33
2021-01-20,Comirnaty,CZ032,"Plzeňský kraj",65-69,25,0,25
2021-01-20,Comirnaty,CZ032,"Plzeňský kraj",70-74,19,0,19
2021-01-20,Comirnaty,CZ032,"Plzeňský kraj",75-79,11,0,11
2021-01-20,Comirnaty,CZ032,"Plzeňský kraj",80+,272,0,272
2021-01-20,Comirnaty,CZ041,"Karlovarský kraj",18-24,5,0,5
2021-01-20,Comirnaty,CZ041,"Karlovarský kraj",25-29,7,0,7
2021-01-20,Comirnaty,CZ041,"Karlovarský kraj",30-34,14,0,14
2021-01-20,Comirnaty,CZ041,"Karlovarský kraj",35-39,16,0,16
2021-01-20,Comirnaty,CZ041,"Karlovarský kraj",40-44,24,0,24
2021-01-20,Comirnaty,CZ041,"Karlovarský kraj",45-49,32,0,32
2021-01-20,Comirnaty,CZ041,"Karlovarský kraj",50-54,38,0,38
2021-01-20,Comirnaty,CZ041,"Karlovarský kraj",55-59,29,0,29
2021-01-20,Comirnaty,CZ041,"Karlovarský kraj",60-64,21,0,21
2021-01-20,Comirnaty,CZ041,"Karlovarský kraj",65-69,31,0,31
2021-01-20,Comirnaty,CZ041,"Karlovarský kraj",70-74,18,0,18
2021-01-20,Comirnaty,CZ041,"Karlovarský kraj",75-79,22,0,22
2021-01-20,Comirnaty,CZ041,"Karlovarský kraj",80+,90,0,90
2021-01-20,Comirnaty,CZ042,"Ústecký kraj",18-24,9,0,9
2021-01-20,Comirnaty,CZ042,"Ústecký kraj",25-29,10,1,11
2021-01-20,Comirnaty,CZ042,"Ústecký kraj",30-34,19,2,21
2021-01-20,Comirnaty,CZ042,"Ústecký kraj",35-39,42,1,43
2021-01-20,Comirnaty,CZ042,"Ústecký kraj",40-44,53,0,53
2021-01-20,Comirnaty,CZ042,"Ústecký kraj",45-49,53,1,54
2021-01-20,Comirnaty,CZ042,"Ústecký kraj",50-54,52,3,55
2021-01-20,Comirnaty,CZ042,"Ústecký kraj",55-59,55,2,57
2021-01-20,Comirnaty,CZ042,"Ústecký kraj",60-64,54,3,57
2021-01-20,Comirnaty,CZ042,"Ústecký kraj",65-69,36,1,37
2021-01-20,Comirnaty,CZ042,"Ústecký kraj",70-74,35,1,36
2021-01-20,Comirnaty,CZ042,"Ústecký kraj",75-79,20,1,21
2021-01-20,Comirnaty,CZ042,"Ústecký kraj",80+,146,0,146
2021-01-20,Comirnaty,CZ051,"Liberecký kraj",18-24,18,0,18
2021-01-20,Comirnaty,CZ051,"Liberecký kraj",25-29,14,0,14
2021-01-20,Comirnaty,CZ051,"Liberecký kraj",30-34,31,0,31
2021-01-20,Comirnaty,CZ051,"Liberecký kraj",35-39,37,0,37
2021-01-20,Comirnaty,CZ051,"Liberecký kraj",40-44,47,0,47
2021-01-20,Comirnaty,CZ051,"Liberecký kraj",45-49,59,0,59
2021-01-20,Comirnaty,CZ051,"Liberecký kraj",50-54,42,0,42
2021-01-20,Comirnaty,CZ051,"Liberecký kraj",55-59,45,0,45
2021-01-20,Comirnaty,CZ051,"Liberecký kraj",60-64,35,0,35
2021-01-20,Comirnaty,CZ051,"Liberecký kraj",65-69,32,0,32
2021-01-20,Comirnaty,CZ051,"Liberecký kraj",70-74,17,0,17
2021-01-20,Comirnaty,CZ051,"Liberecký kraj",75-79,17,0,17
2021-01-20,Comirnaty,CZ051,"Liberecký kraj",80+,106,0,106
2021-01-20,Comirnaty,CZ052,"Královéhradecký kraj",18-24,21,0,21
2021-01-20,Comirnaty,CZ052,"Královéhradecký kraj",25-29,14,0,14
2021-01-20,Comirnaty,CZ052,"Královéhradecký kraj",30-34,20,0,20
2021-01-20,Comirnaty,CZ052,"Královéhradecký kraj",35-39,44,0,44
2021-01-20,Comirnaty,CZ052,"Královéhradecký kraj",40-44,45,0,45
2021-01-20,Comirnaty,CZ052,"Královéhradecký kraj",45-49,67,0,67
2021-01-20,Comirnaty,CZ052,"Královéhradecký kraj",50-54,46,0,46
2021-01-20,Comirnaty,CZ052,"Královéhradecký kraj",55-59,52,0,52
2021-01-20,Comirnaty,CZ052,"Královéhradecký kraj",60-64,36,0,36
2021-01-20,Comirnaty,CZ052,"Královéhradecký kraj",65-69,36,0,36
2021-01-20,Comirnaty,CZ052,"Královéhradecký kraj",70-74,32,0,32
2021-01-20,Comirnaty,CZ052,"Královéhradecký kraj",75-79,19,0,19
2021-01-20,Comirnaty,CZ052,"Královéhradecký kraj",80+,225,0,225
2021-01-20,Comirnaty,CZ053,"Pardubický kraj",18-24,11,0,11
2021-01-20,Comirnaty,CZ053,"Pardubický kraj",25-29,21,0,21
2021-01-20,Comirnaty,CZ053,"Pardubický kraj",30-34,26,0,26
2021-01-20,Comirnaty,CZ053,"Pardubický kraj",35-39,42,0,42
2021-01-20,Comirnaty,CZ053,"Pardubický kraj",40-44,36,0,36
2021-01-20,Comirnaty,CZ053,"Pardubický kraj",45-49,67,0,67
2021-01-20,Comirnaty,CZ053,"Pardubický kraj",50-54,43,0,43
2021-01-20,Comirnaty,CZ053,"Pardubický kraj",55-59,48,0,48
2021-01-20,Comirnaty,CZ053,"Pardubický kraj",60-64,50,0,50
2021-01-20,Comirnaty,CZ053,"Pardubický kraj",65-69,28,0,28
2021-01-20,Comirnaty,CZ053,"Pardubický kraj",70-74,12,0,12
2021-01-20,Comirnaty,CZ053,"Pardubický kraj",75-79,9,0,9
2021-01-20,Comirnaty,CZ053,"Pardubický kraj",80+,126,0,126
2021-01-20,Comirnaty,CZ063,"Kraj Vysočina",18-24,3,0,3
2021-01-20,Comirnaty,CZ063,"Kraj Vysočina",25-29,3,0,3
2021-01-20,Comirnaty,CZ063,"Kraj Vysočina",30-34,10,0,10
2021-01-20,Comirnaty,CZ063,"Kraj Vysočina",35-39,10,0,10
2021-01-20,Comirnaty,CZ063,"Kraj Vysočina",40-44,24,0,24
2021-01-20,Comirnaty,CZ063,"Kraj Vysočina",45-49,29,0,29
2021-01-20,Comirnaty,CZ063,"Kraj Vysočina",50-54,13,0,13
2021-01-20,Comirnaty,CZ063,"Kraj Vysočina",55-59,35,0,35
2021-01-20,Comirnaty,CZ063,"Kraj Vysočina",60-64,42,0,42
2021-01-20,Comirnaty,CZ063,"Kraj Vysočina",65-69,38,0,38
2021-01-20,Comirnaty,CZ063,"Kraj Vysočina",70-74,27,0,27
2021-01-20,Comirnaty,CZ063,"Kraj Vysočina",75-79,26,0,26
2021-01-20,Comirnaty,CZ063,"Kraj Vysočina",80+,136,0,136
2021-01-20,Comirnaty,CZ064,"Jihomoravský kraj",18-24,14,33,47
2021-01-20,Comirnaty,CZ064,"Jihomoravský kraj",25-29,38,111,149
2021-01-20,Comirnaty,CZ064,"Jihomoravský kraj",30-34,28,96,124
2021-01-20,Comirnaty,CZ064,"Jihomoravský kraj",35-39,33,124,157
2021-01-20,Comirnaty,CZ064,"Jihomoravský kraj",40-44,71,185,256
2021-01-20,Comirnaty,CZ064,"Jihomoravský kraj",45-49,92,182,274
2021-01-20,Comirnaty,CZ064,"Jihomoravský kraj",50-54,82,138,220
2021-01-20,Comirnaty,CZ064,"Jihomoravský kraj",55-59,122,149,271
2021-01-20,Comirnaty,CZ064,"Jihomoravský kraj",60-64,97,102,199
2021-01-20,Comirnaty,CZ064,"Jihomoravský kraj",65-69,74,51,125
2021-01-20,Comirnaty,CZ064,"Jihomoravský kraj",70-74,66,28,94
2021-01-20,Comirnaty,CZ064,"Jihomoravský kraj",75-79,57,28,85
2021-01-20,Comirnaty,CZ064,"Jihomoravský kraj",80+,453,112,565
2021-01-20,Comirnaty,CZ071,"Olomoucký kraj",18-24,4,0,4
2021-01-20,Comirnaty,CZ071,"Olomoucký kraj",25-29,10,0,10
2021-01-20,Comirnaty,CZ071,"Olomoucký kraj",30-34,14,0,14
2021-01-20,Comirnaty,CZ071,"Olomoucký kraj",35-39,21,0,21
2021-01-20,Comirnaty,CZ071,"Olomoucký kraj",40-44,19,0,19
2021-01-20,Comirnaty,CZ071,"Olomoucký kraj",45-49,24,0,24
2021-01-20,Comirnaty,CZ071,"Olomoucký kraj",50-54,18,0,18
2021-01-20,Comirnaty,CZ071,"Olomoucký kraj",55-59,26,0,26
2021-01-20,Comirnaty,CZ071,"Olomoucký kraj",60-64,18,0,18
2021-01-20,Comirnaty,CZ071,"Olomoucký kraj",65-69,15,0,15
2021-01-20,Comirnaty,CZ071,"Olomoucký kraj",70-74,9,0,9
2021-01-20,Comirnaty,CZ071,"Olomoucký kraj",75-79,6,0,6
2021-01-20,Comirnaty,CZ071,"Olomoucký kraj",80+,669,0,669
2021-01-20,Comirnaty,CZ072,"Zlínský kraj",35-39,1,0,1
2021-01-20,Comirnaty,CZ072,"Zlínský kraj",40-44,4,0,4
2021-01-20,Comirnaty,CZ072,"Zlínský kraj",45-49,5,0,5
2021-01-20,Comirnaty,CZ072,"Zlínský kraj",50-54,9,0,9
2021-01-20,Comirnaty,CZ072,"Zlínský kraj",55-59,3,0,3
2021-01-20,Comirnaty,CZ072,"Zlínský kraj",60-64,1,0,1
2021-01-20,Comirnaty,CZ072,"Zlínský kraj",80+,114,0,114
2021-01-20,Comirnaty,CZ080,"Moravskoslezský kraj",18-24,27,3,30
2021-01-20,Comirnaty,CZ080,"Moravskoslezský kraj",25-29,26,15,41
2021-01-20,Comirnaty,CZ080,"Moravskoslezský kraj",30-34,33,17,50
2021-01-20,Comirnaty,CZ080,"Moravskoslezský kraj",35-39,51,32,83
2021-01-20,Comirnaty,CZ080,"Moravskoslezský kraj",40-44,70,25,95
2021-01-20,Comirnaty,CZ080,"Moravskoslezský kraj",45-49,85,26,111
2021-01-20,Comirnaty,CZ080,"Moravskoslezský kraj",50-54,73,18,91
2021-01-20,Comirnaty,CZ080,"Moravskoslezský kraj",55-59,55,17,72
2021-01-20,Comirnaty,CZ080,"Moravskoslezský kraj",60-64,45,16,61
2021-01-20,Comirnaty,CZ080,"Moravskoslezský kraj",65-69,35,11,46
2021-01-20,Comirnaty,CZ080,"Moravskoslezský kraj",70-74,24,3,27
2021-01-20,Comirnaty,CZ080,"Moravskoslezský kraj",75-79,26,0,26
2021-01-20,Comirnaty,CZ080,"Moravskoslezský kraj",80+,758,1,759
2021-01-20,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",18-24,13,0,13
2021-01-20,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",25-29,17,0,17
2021-01-20,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",30-34,18,0,18
2021-01-20,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",35-39,19,0,19
2021-01-20,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",40-44,44,0,44
2021-01-20,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",45-49,67,0,67
2021-01-20,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",50-54,78,0,78
2021-01-20,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",55-59,65,0,65
2021-01-20,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",60-64,44,0,44
2021-01-20,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",65-69,46,0,46
2021-01-20,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",70-74,67,0,67
2021-01-20,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",75-79,109,0,109
2021-01-20,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",80+,438,0,438
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",0-17,1,0,1
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",18-24,28,16,44
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",25-29,30,23,53
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",30-34,37,39,76
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",35-39,46,38,84
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",40-44,65,30,95
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",45-49,58,39,97
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",50-54,58,35,93
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",55-59,54,40,94
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",60-64,40,44,84
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",65-69,55,31,86
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",70-74,64,28,92
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",75-79,98,10,108
2021-01-21,Comirnaty,CZ010,"Hlavní město Praha",80+,2502,13,2515
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",0-17,1,0,1
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",18-24,19,0,19
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",25-29,43,2,45
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",30-34,52,3,55
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",35-39,68,2,70
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",40-44,138,0,138
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",45-49,139,3,142
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",50-54,131,2,133
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",55-59,133,1,134
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",60-64,84,1,85
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",65-69,60,1,61
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",70-74,55,0,55
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",75-79,33,2,35
2021-01-21,Comirnaty,CZ020,"Středočeský kraj",80+,155,0,155
2021-01-21,Comirnaty,CZ031,"Jihočeský kraj",25-29,7,0,7
2021-01-21,Comirnaty,CZ031,"Jihočeský kraj",30-34,9,0,9
2021-01-21,Comirnaty,CZ031,"Jihočeský kraj",35-39,12,0,12
2021-01-21,Comirnaty,CZ031,"Jihočeský kraj",40-44,17,0,17
2021-01-21,Comirnaty,CZ031,"Jihočeský kraj",45-49,22,0,22
2021-01-21,Comirnaty,CZ031,"Jihočeský kraj",50-54,13,0,13
2021-01-21,Comirnaty,CZ031,"Jihočeský kraj",55-59,11,0,11
2021-01-21,Comirnaty,CZ031,"Jihočeský kraj",60-64,19,0,19
2021-01-21,Comirnaty,CZ031,"Jihočeský kraj",65-69,17,0,17
2021-01-21,Comirnaty,CZ031,"Jihočeský kraj",70-74,15,0,15
2021-01-21,Comirnaty,CZ031,"Jihočeský kraj",75-79,12,0,12
2021-01-21,Comirnaty,CZ031,"Jihočeský kraj",80+,884,0,884
2021-01-21,Comirnaty,CZ032,"Plzeňský kraj",18-24,9,0,9
2021-01-21,Comirnaty,CZ032,"Plzeňský kraj",25-29,16,0,16
2021-01-21,Comirnaty,CZ032,"Plzeňský kraj",30-34,12,0,12
2021-01-21,Comirnaty,CZ032,"Plzeňský kraj",35-39,34,0,34
2021-01-21,Comirnaty,CZ032,"Plzeňský kraj",40-44,61,0,61
2021-01-21,Comirnaty,CZ032,"Plzeňský kraj",45-49,44,0,44
2021-01-21,Comirnaty,CZ032,"Plzeňský kraj",50-54,43,0,43
2021-01-21,Comirnaty,CZ032,"Plzeňský kraj",55-59,50,0,50
2021-01-21,Comirnaty,CZ032,"Plzeňský kraj",60-64,39,0,39
2021-01-21,Comirnaty,CZ032,"Plzeňský kraj",65-69,39,0,39
2021-01-21,Comirnaty,CZ032,"Plzeňský kraj",70-74,41,0,41
2021-01-21,Comirnaty,CZ032,"Plzeňský kraj",75-79,32,0,32
2021-01-21,Comirnaty,CZ032,"Plzeňský kraj",80+,438,0,438
2021-01-21,Comirnaty,CZ041,"Karlovarský kraj",18-24,2,0,2
2021-01-21,Comirnaty,CZ041,"Karlovarský kraj",25-29,8,0,8
2021-01-21,Comirnaty,CZ041,"Karlovarský kraj",30-34,7,0,7
2021-01-21,Comirnaty,CZ041,"Karlovarský kraj",35-39,12,0,12
2021-01-21,Comirnaty,CZ041,"Karlovarský kraj",40-44,24,0,24
2021-01-21,Comirnaty,CZ041,"Karlovarský kraj",45-49,16,0,16
2021-01-21,Comirnaty,CZ041,"Karlovarský kraj",50-54,12,0,12
2021-01-21,Comirnaty,CZ041,"Karlovarský kraj",55-59,7,0,7
2021-01-21,Comirnaty,CZ041,"Karlovarský kraj",60-64,9,0,9
2021-01-21,Comirnaty,CZ041,"Karlovarský kraj",65-69,9,0,9
2021-01-21,Comirnaty,CZ041,"Karlovarský kraj",70-74,6,0,6
2021-01-21,Comirnaty,CZ041,"Karlovarský kraj",75-79,5,0,5
2021-01-21,Comirnaty,CZ041,"Karlovarský kraj",80+,27,0,27
2021-01-21,Comirnaty,CZ042,"Ústecký kraj",18-24,26,5,31
2021-01-21,Comirnaty,CZ042,"Ústecký kraj",25-29,21,17,38
2021-01-21,Comirnaty,CZ042,"Ústecký kraj",30-34,17,12,29
2021-01-21,Comirnaty,CZ042,"Ústecký kraj",35-39,23,15,38
2021-01-21,Comirnaty,CZ042,"Ústecký kraj",40-44,39,14,53
2021-01-21,Comirnaty,CZ042,"Ústecký kraj",45-49,42,18,60
2021-01-21,Comirnaty,CZ042,"Ústecký kraj",50-54,40,10,50
2021-01-21,Comirnaty,CZ042,"Ústecký kraj",55-59,54,13,67
2021-01-21,Comirnaty,CZ042,"Ústecký kraj",60-64,34,9,43
2021-01-21,Comirnaty,CZ042,"Ústecký kraj",65-69,22,7,29
2021-01-21,Comirnaty,CZ042,"Ústecký kraj",70-74,18,2,20
2021-01-21,Comirnaty,CZ042,"Ústecký kraj",75-79,25,0,25
2021-01-21,Comirnaty,CZ042,"Ústecký kraj",80+,330,1,331
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",0-17,1,0,1
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",18-24,14,0,14
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",25-29,24,0,24
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",30-34,17,0,17
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",35-39,40,0,40
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",40-44,60,0,60
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",45-49,87,0,87
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",50-54,96,0,96
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",55-59,75,0,75
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",60-64,44,0,44
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",65-69,47,0,47
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",70-74,29,0,29
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",75-79,49,0,49
2021-01-21,Comirnaty,CZ051,"Liberecký kraj",80+,229,0,229
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",0-17,1,0,1
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",18-24,14,0,14
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",25-29,15,0,15
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",30-34,24,0,24
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",35-39,34,0,34
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",40-44,46,0,46
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",45-49,76,0,76
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",50-54,59,0,59
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",55-59,56,0,56
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",60-64,55,0,55
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",65-69,40,0,40
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",70-74,37,0,37
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",75-79,42,0,42
2021-01-21,Comirnaty,CZ052,"Královéhradecký kraj",80+,338,0,338
2021-01-21,Comirnaty,CZ053,"Pardubický kraj",18-24,4,0,4
2021-01-21,Comirnaty,CZ053,"Pardubický kraj",25-29,11,0,11
2021-01-21,Comirnaty,CZ053,"Pardubický kraj",30-34,11,0,11
2021-01-21,Comirnaty,CZ053,"Pardubický kraj",35-39,20,0,20
2021-01-21,Comirnaty,CZ053,"Pardubický kraj",40-44,21,0,21
2021-01-21,Comirnaty,CZ053,"Pardubický kraj",45-49,27,0,27
2021-01-21,Comirnaty,CZ053,"Pardubický kraj",50-54,19,0,19
2021-01-21,Comirnaty,CZ053,"Pardubický kraj",55-59,26,0,26
2021-01-21,Comirnaty,CZ053,"Pardubický kraj",60-64,20,0,20
2021-01-21,Comirnaty,CZ053,"Pardubický kraj",65-69,18,0,18
2021-01-21,Comirnaty,CZ053,"Pardubický kraj",70-74,2,0,2
2021-01-21,Comirnaty,CZ053,"Pardubický kraj",75-79,3,0,3
2021-01-21,Comirnaty,CZ053,"Pardubický kraj",80+,194,0,194
2021-01-21,Comirnaty,CZ063,"Kraj Vysočina",18-24,6,0,6
2021-01-21,Comirnaty,CZ063,"Kraj Vysočina",25-29,4,0,4
2021-01-21,Comirnaty,CZ063,"Kraj Vysočina",30-34,8,0,8
2021-01-21,Comirnaty,CZ063,"Kraj Vysočina",35-39,16,0,16
2021-01-21,Comirnaty,CZ063,"Kraj Vysočina",40-44,15,0,15
2021-01-21,Comirnaty,CZ063,"Kraj Vysočina",45-49,27,0,27
2021-01-21,Comirnaty,CZ063,"Kraj Vysočina",50-54,23,0,23
2021-01-21,Comirnaty,CZ063,"Kraj Vysočina",55-59,23,0,23
2021-01-21,Comirnaty,CZ063,"Kraj Vysočina",60-64,21,0,21
2021-01-21,Comirnaty,CZ063,"Kraj Vysočina",65-69,11,0,11
2021-01-21,Comirnaty,CZ063,"Kraj Vysočina",70-74,9,0,9
2021-01-21,Comirnaty,CZ063,"Kraj Vysočina",75-79,10,0,10
2021-01-21,Comirnaty,CZ063,"Kraj Vysočina",80+,11,0,11
2021-01-21,Comirnaty,CZ064,"Jihomoravský kraj",18-24,13,28,41
2021-01-21,Comirnaty,CZ064,"Jihomoravský kraj",25-29,26,96,122
2021-01-21,Comirnaty,CZ064,"Jihomoravský kraj",30-34,36,65,101
2021-01-21,Comirnaty,CZ064,"Jihomoravský kraj",35-39,57,74,131
2021-01-21,Comirnaty,CZ064,"Jihomoravský kraj",40-44,67,153,220
2021-01-21,Comirnaty,CZ064,"Jihomoravský kraj",45-49,106,161,267
2021-01-21,Comirnaty,CZ064,"Jihomoravský kraj",50-54,89,129,218
2021-01-21,Comirnaty,CZ064,"Jihomoravský kraj",55-59,97,102,199
2021-01-21,Comirnaty,CZ064,"Jihomoravský kraj",60-64,66,82,148
2021-01-21,Comirnaty,CZ064,"Jihomoravský kraj",65-69,53,36,89
2021-01-21,Comirnaty,CZ064,"Jihomoravský kraj",70-74,49,25,74
2021-01-21,Comirnaty,CZ064,"Jihomoravský kraj",75-79,53,19,72
2021-01-21,Comirnaty,CZ064,"Jihomoravský kraj",80+,504,17,521
2021-01-21,Comirnaty,CZ071,"Olomoucký kraj",18-24,3,7,10
2021-01-21,Comirnaty,CZ071,"Olomoucký kraj",25-29,10,22,32
2021-01-21,Comirnaty,CZ071,"Olomoucký kraj",30-34,5,18,23
2021-01-21,Comirnaty,CZ071,"Olomoucký kraj",35-39,20,20,40
2021-01-21,Comirnaty,CZ071,"Olomoucký kraj",40-44,19,29,48
2021-01-21,Comirnaty,CZ071,"Olomoucký kraj",45-49,18,20,38
2021-01-21,Comirnaty,CZ071,"Olomoucký kraj",50-54,16,16,32
2021-01-21,Comirnaty,CZ071,"Olomoucký kraj",55-59,14,13,27
2021-01-21,Comirnaty,CZ071,"Olomoucký kraj",60-64,8,5,13
2021-01-21,Comirnaty,CZ071,"Olomoucký kraj",65-69,11,3,14
2021-01-21,Comirnaty,CZ071,"Olomoucký kraj",70-74,7,2,9
2021-01-21,Comirnaty,CZ071,"Olomoucký kraj",75-79,3,1,4
2021-01-21,Comirnaty,CZ071,"Olomoucký kraj",80+,491,5,496
2021-01-21,Comirnaty,CZ072,"Zlínský kraj",18-24,9,0,9
2021-01-21,Comirnaty,CZ072,"Zlínský kraj",25-29,30,0,30
2021-01-21,Comirnaty,CZ072,"Zlínský kraj",30-34,34,0,34
2021-01-21,Comirnaty,CZ072,"Zlínský kraj",35-39,43,0,43
2021-01-21,Comirnaty,CZ072,"Zlínský kraj",40-44,49,0,49
2021-01-21,Comirnaty,CZ072,"Zlínský kraj",45-49,64,0,64
2021-01-21,Comirnaty,CZ072,"Zlínský kraj",50-54,64,0,64
2021-01-21,Comirnaty,CZ072,"Zlínský kraj",55-59,52,0,52
2021-01-21,Comirnaty,CZ072,"Zlínský kraj",60-64,43,0,43
2021-01-21,Comirnaty,CZ072,"Zlínský kraj",65-69,49,0,49
2021-01-21,Comirnaty,CZ072,"Zlínský kraj",70-74,53,0,53
2021-01-21,Comirnaty,CZ072,"Zlínský kraj",75-79,54,0,54
2021-01-21,Comirnaty,CZ072,"Zlínský kraj",80+,390,0,390
